,employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,awards_won,avg_training_score,is_promoted_encoded,department_encoded,region_encoded,education_encoded,gender_encoded,recruitment_channel_encoded,is_promoted
43416,2443,Sales & Marketing,region_6,Master's & above,M,other,1,35,3.0,8,0,48.0,0,7,30,2,1,0,No
43417,18043,Procurement,region_22,Bachelor's,M,sourcing,1,27,5.0,3,0,71.0,0,5,14,0,1,2,No
43418,45279,Operations,region_2,Bachelor's,F,other,1,55,4.0,5,0,62.0,0,4,11,0,0,0,No
43422,11191,HR,region_2,Bachelor's,F,other,1,59,4.0,14,0,50.0,0,2,11,0,0,0,No
43423,7919,Sales & Marketing,region_13,Bachelor's,M,other,1,25,3.0,2,0,48.0,0,7,4,0,1,0,No
43425,433,Sales & Marketing,region_7,Bachelor's,M,sourcing,1,36,5.0,4,0,49.0,0,7,31,0,1,2,No
43427,64010,Analytics,region_2,Master's & above,M,sourcing,1,38,3.0,7,0,90.0,0,0,11,2,1,2,No
43428,54910,Operations,region_10,Master's & above,F,sourcing,1,42,5.0,7,0,55.0,0,4,1,2,0,2,No
43429,64836,Procurement,region_13,Bachelor's,F,other,1,31,3.0,7,0,71.0,0,5,4,0,0,0,No
43430,30816,Operations,region_29,Bachelor's,F,sourcing,1,28,2.0,3,0,63.0,0,4,21,0,0,2,No
43432,1625,Operations,region_8,Bachelor's,M,other,1,26,3.0,3,0,72.0,1,4,32,0,1,0,Yes
43434,56455,Sales & Marketing,region_25,Bachelor's,M,sourcing,1,33,5.0,7,0,49.0,0,7,17,0,1,2,No
43435,12879,Operations,region_2,Bachelor's,F,other,1,30,5.0,7,0,58.0,0,4,11,0,0,0,No
43436,70893,Sales & Marketing,region_27,Bachelor's,M,other,1,26,2.0,3,0,46.0,0,7,19,0,1,0,No
43437,9670,Procurement,region_20,Master's & above,F,sourcing,1,35,5.0,8,0,70.0,1,5,12,2,0,2,Yes
43440,10735,Technology,region_2,Bachelor's,F,other,1,42,4.0,7,0,82.0,0,8,11,0,0,0,No
43443,63070,Sales & Marketing,region_15,Master's & above,M,sourcing,1,43,4.0,12,0,52.0,0,7,6,2,1,2,No
43444,18646,Sales & Marketing,region_13,Master's & above,M,other,1,42,5.0,6,0,49.0,1,7,4,2,1,0,Yes
43448,50194,R&D,region_22,Bachelor's,M,other,1,40,5.0,5,0,83.0,0,6,14,0,1,0,No
43452,11956,Operations,region_22,Bachelor's,M,sourcing,1,25,3.0,4,0,64.0,0,4,14,0,1,2,No
43454,44048,Sales & Marketing,region_26,Bachelor's,M,other,1,48,5.0,8,0,48.0,0,7,18,0,1,0,No
43455,26973,Sales & Marketing,region_25,Master's & above,F,other,1,34,5.0,3,0,48.0,0,7,17,2,0,0,No
43456,63178,Analytics,region_22,Bachelor's,M,other,1,30,4.0,2,0,81.0,0,0,14,0,1,0,No
43459,60306,HR,region_2,Bachelor's,M,other,1,45,3.0,4,0,50.0,0,2,11,0,1,0,No
43461,66379,Operations,region_2,Bachelor's,F,referred,1,34,5.0,3,0,60.0,0,4,11,0,0,1,No
43462,24556,Sales & Marketing,region_28,Bachelor's,M,sourcing,1,28,4.0,5,0,53.0,0,7,20,0,1,2,No
43463,59822,Procurement,region_4,Bachelor's,F,other,1,31,2.0,3,0,68.0,0,5,28,0,0,0,No
43464,28221,Procurement,region_12,Bachelor's,M,other,1,35,3.0,7,0,70.0,0,5,3,0,1,0,No
43465,62456,Sales & Marketing,region_28,Bachelor's,M,sourcing,1,37,5.0,10,0,52.0,0,7,20,0,1,2,No
43466,6970,Procurement,region_4,Bachelor's,M,other,1,26,4.0,3,0,68.0,0,5,28,0,1,0,No
43467,43621,Operations,region_27,Master's & above,F,sourcing,1,42,5.0,14,0,60.0,0,4,19,2,0,2,No
43474,57863,Sales & Marketing,region_12,Bachelor's,M,other,1,28,2.0,2,0,54.0,0,7,3,0,1,0,No
43475,16345,Procurement,region_2,Master's & above,M,other,1,50,3.0,4,0,70.0,0,5,11,2,1,0,No
43476,20142,Sales & Marketing,region_2,Bachelor's,M,other,1,39,2.0,7,0,51.0,0,7,11,0,1,0,No
43477,74679,Technology,region_6,Bachelor's,M,other,1,29,3.0,2,0,77.0,0,8,30,0,1,0,No
43478,64441,Technology,region_31,Master's & above,M,sourcing,1,33,4.0,3,0,75.0,0,8,24,2,1,2,No
43479,43797,Procurement,region_11,Bachelor's,F,sourcing,1,30,3.0,3,0,71.0,0,5,2,0,0,2,No
43480,67006,Finance,region_28,Master's & above,M,other,1,34,3.0,3,0,77.0,1,1,20,2,1,0,Yes
43481,5722,Operations,region_7,Bachelor's,M,sourcing,1,39,3.0,3,0,64.0,0,4,31,0,1,2,No
43483,44857,Sales & Marketing,region_15,Bachelor's,M,other,1,20,4.0,1,0,48.0,0,7,6,0,1,0,No
43484,1066,Operations,region_24,Bachelor's,F,sourcing,1,32,3.0,7,0,69.0,0,4,16,0,0,2,No
43485,24560,Operations,region_22,Master's & above,F,other,1,32,5.0,4,0,59.0,0,4,14,2,0,0,No
43488,61849,Finance,region_13,Bachelor's,M,sourcing,1,30,5.0,6,0,56.0,0,1,4,0,1,2,No
43489,56133,Sales & Marketing,region_12,Bachelor's,M,other,1,41,3.0,3,0,49.0,0,7,3,0,1,0,No
43490,21076,Sales & Marketing,region_31,Bachelor's,M,sourcing,1,37,5.0,7,0,55.0,0,7,24,0,1,2,No
43491,30887,Sales & Marketing,region_10,Master's & above,M,sourcing,1,57,4.0,7,0,47.0,0,7,1,2,1,2,No
43493,10158,Procurement,region_7,Master's & above,F,sourcing,1,32,2.0,8,0,69.0,0,5,31,2,0,2,No
43494,52314,Procurement,region_23,Master's & above,M,sourcing,1,36,3.0,10,0,68.0,0,5,15,2,1,2,No
43495,51748,Technology,region_26,Bachelor's,F,sourcing,1,26,2.0,3,0,80.0,0,8,18,0,0,2,No
43497,1038,Sales & Marketing,region_13,Master's & above,M,sourcing,1,41,4.0,10,0,51.0,0,7,4,2,1,2,No
43499,2419,HR,region_2,Master's & above,M,referred,1,36,5.0,10,0,49.0,0,2,11,2,1,1,No
43500,64446,Procurement,region_34,Bachelor's,M,other,1,30,3.0,4,0,70.0,0,5,27,0,1,0,No
43501,10677,Operations,region_6,Bachelor's,M,sourcing,1,37,5.0,3,0,63.0,0,4,30,0,1,2,No
43505,67193,Operations,region_11,Master's & above,F,other,1,42,3.0,10,0,58.0,0,4,2,2,0,0,No
43506,37389,Sales & Marketing,region_6,Bachelor's,F,other,1,30,4.0,3,0,49.0,0,7,30,0,0,0,No
43507,76568,Legal,region_26,Bachelor's,M,other,1,31,5.0,3,0,62.0,1,3,18,0,1,0,Yes
43508,23856,Sales & Marketing,region_27,Master's & above,M,other,1,37,3.0,11,0,48.0,0,7,19,2,1,0,No
43510,54830,Sales & Marketing,region_26,Bachelor's,M,sourcing,1,28,3.0,6,1,46.0,0,7,18,0,1,2,No
43515,47465,Sales & Marketing,region_26,Bachelor's,F,sourcing,1,28,3.0,2,0,52.0,0,7,18,0,0,2,No
43516,14883,Operations,region_31,Bachelor's,M,other,1,23,4.0,2,0,59.0,0,4,24,0,1,0,No
43517,15307,Technology,region_26,Bachelor's,F,other,1,40,3.0,4,0,78.0,0,8,18,0,0,0,No
43518,62384,Analytics,region_27,Bachelor's,M,other,1,26,4.0,3,0,85.0,1,0,19,0,1,0,Yes
43519,30881,HR,region_2,Master's & above,F,sourcing,1,40,3.0,7,0,53.0,0,2,11,2,0,2,No
43521,72469,Procurement,region_19,Bachelor's,M,other,1,30,3.0,6,0,72.0,0,5,10,0,1,0,No
43522,22059,Technology,region_13,Bachelor's,M,sourcing,1,30,3.0,6,0,80.0,0,8,4,0,1,2,No
43527,158,Procurement,region_8,Master's & above,F,other,1,40,5.0,3,0,69.0,1,5,32,2,0,0,Yes
43528,18994,Technology,region_7,Master's & above,M,sourcing,1,33,5.0,6,0,76.0,0,8,31,2,1,2,No
43530,22259,Operations,region_2,Bachelor's,M,sourcing,1,37,3.0,10,0,73.0,1,4,11,0,1,2,Yes
43531,33064,Procurement,region_2,Master's & above,M,sourcing,1,49,3.0,4,0,68.0,0,5,11,2,1,2,No
43532,60050,Sales & Marketing,region_2,Master's & above,M,other,1,40,3.0,9,0,53.0,0,7,11,2,1,0,No
43534,60159,Technology,region_2,Master's & above,M,other,1,36,2.0,3,0,81.0,0,8,11,2,1,0,No
43535,53728,Technology,region_30,Bachelor's,M,sourcing,1,28,3.0,3,0,79.0,0,8,23,0,1,2,No
43536,30662,Technology,region_22,Bachelor's,F,sourcing,1,25,3.0,3,1,79.0,0,8,14,0,0,2,No
43538,44651,Operations,region_31,Master's & above,F,other,1,37,5.0,7,0,57.0,0,4,24,2,0,0,No
43539,23026,Technology,region_2,Below Secondary,F,other,1,23,4.0,2,0,76.0,0,8,11,1,0,0,No
43540,17405,HR,region_2,Master's & above,M,sourcing,1,53,3.0,10,0,48.0,0,2,11,2,1,2,No
43541,47015,Sales & Marketing,region_11,Bachelor's,M,other,1,25,5.0,2,0,50.0,0,7,2,0,1,0,No
43544,72495,Operations,region_31,Bachelor's,M,sourcing,1,41,3.0,15,0,65.0,0,4,24,0,1,2,No
43545,52872,Operations,region_29,Bachelor's,M,sourcing,1,36,4.0,2,1,63.0,1,4,21,0,1,2,Yes
43549,74608,Technology,region_7,Master's & above,M,other,1,44,5.0,4,0,79.0,0,8,31,2,1,0,No
43550,46757,Technology,region_5,Bachelor's,M,sourcing,1,33,3.0,2,0,79.0,0,8,29,0,1,2,No
43551,76071,Sales & Marketing,region_26,Master's & above,M,other,1,40,3.0,10,0,51.0,0,7,18,2,1,0,No
43553,38746,Operations,region_12,Bachelor's,F,sourcing,1,24,4.0,3,0,62.0,0,4,3,0,0,2,No
43557,16595,Procurement,region_27,Bachelor's,F,sourcing,1,36,4.0,4,0,67.0,0,5,19,0,0,2,No
43558,64772,Procurement,region_10,Master's & above,F,other,1,38,3.0,4,0,71.0,0,5,1,2,0,0,No
43560,67582,Technology,region_2,Master's & above,M,sourcing,1,34,3.0,6,0,75.0,0,8,11,2,1,2,No
43561,5887,Sales & Marketing,region_3,Master's & above,M,other,1,46,4.0,4,0,52.0,0,7,22,2,1,0,No
43562,160,Technology,region_2,Bachelor's,M,other,1,48,2.0,6,0,79.0,0,8,11,0,1,0,No
43563,27485,Sales & Marketing,region_13,Bachelor's,F,sourcing,1,31,3.0,6,0,54.0,0,7,4,0,0,2,No
43565,69737,Sales & Marketing,region_4,Bachelor's,M,other,1,34,4.0,3,1,46.0,0,7,28,0,1,0,No
43567,68146,Technology,region_22,Bachelor's,M,sourcing,1,31,5.0,6,0,79.0,0,8,14,0,1,2,No
43569,3827,Operations,region_6,Bachelor's,F,sourcing,1,35,4.0,9,0,56.0,0,4,30,0,0,2,No
43570,42187,Sales & Marketing,region_7,Bachelor's,M,other,1,35,3.0,6,0,48.0,0,7,31,0,1,0,No
43572,70430,HR,region_4,Master's & above,F,other,1,35,5.0,4,0,47.0,0,2,28,2,0,0,No
43573,61179,Finance,region_15,Bachelor's,M,other,1,35,5.0,4,0,58.0,0,1,6,0,1,0,No
43574,46793,Sales & Marketing,region_4,Master's & above,M,other,1,33,3.0,3,0,46.0,0,7,28,2,1,0,No
43577,30891,Procurement,region_26,Bachelor's,M,other,1,33,5.0,3,0,66.0,0,5,18,0,1,0,No
43579,30044,Technology,region_10,Master's & above,M,other,1,33,2.0,4,0,81.0,0,8,1,2,1,0,No
43580,70451,Operations,region_27,Master's & above,F,other,1,40,5.0,7,0,58.0,0,4,19,2,0,0,No
43581,44486,Sales & Marketing,region_15,Bachelor's,M,other,1,50,3.0,6,0,47.0,0,7,6,0,1,0,No
43584,76876,Sales & Marketing,region_4,Master's & above,M,other,1,36,5.0,8,0,50.0,0,7,28,2,1,0,No
43586,28037,Operations,region_1,Bachelor's,M,other,1,27,3.0,4,0,59.0,0,4,0,0,1,0,No
43587,35539,Sales & Marketing,region_28,Bachelor's,F,other,1,30,2.0,4,0,51.0,0,7,20,0,0,0,No
43588,4476,Sales & Marketing,region_4,Master's & above,F,other,1,41,3.0,9,0,52.0,0,7,28,2,0,0,No
43590,66548,Technology,region_23,Bachelor's,F,sourcing,1,31,5.0,4,0,82.0,0,8,15,0,0,2,No
43591,53543,Finance,region_22,Bachelor's,M,sourcing,1,33,5.0,7,0,58.0,1,1,14,0,1,2,Yes
43594,35834,Sales & Marketing,region_4,Bachelor's,M,other,1,39,4.0,3,0,48.0,0,7,28,0,1,0,No
43595,12708,Operations,region_11,Bachelor's,M,sourcing,1,34,2.0,6,0,59.0,0,4,2,0,1,2,No
43596,36687,Procurement,region_27,Bachelor's,F,other,1,37,5.0,10,0,70.0,0,5,19,0,0,0,No
43600,47132,Finance,region_26,Bachelor's,F,sourcing,1,31,5.0,4,1,64.0,1,1,18,0,0,2,Yes
43601,62418,Procurement,region_17,Bachelor's,M,other,1,42,3.0,3,0,69.0,0,5,8,0,1,0,No
43602,42487,Finance,region_16,Bachelor's,M,other,1,30,2.0,4,0,65.0,0,1,7,0,1,0,No
43603,69226,Analytics,region_22,Master's & above,F,other,1,41,4.0,15,0,86.0,0,0,14,2,0,0,No
43605,39390,Sales & Marketing,region_22,Bachelor's,F,other,1,26,2.0,3,0,48.0,0,7,14,0,0,0,No
43606,66048,Finance,region_2,Bachelor's,M,other,1,56,5.0,5,0,63.0,0,1,11,0,1,0,No
43607,50223,Operations,region_30,Bachelor's,M,other,1,28,4.0,1,1,93.0,1,4,23,0,1,0,Yes
43608,59013,Analytics,region_31,Bachelor's,M,sourcing,1,25,5.0,2,0,87.0,0,0,24,0,1,2,No
43609,50783,Operations,region_29,Master's & above,M,other,1,31,3.0,4,0,62.0,0,4,21,2,1,0,No
43610,47818,Sales & Marketing,region_22,Bachelor's,M,other,1,32,4.0,5,0,51.0,0,7,14,0,1,0,No
43612,43310,Sales & Marketing,region_13,Master's & above,M,other,1,39,4.0,3,0,52.0,0,7,4,2,1,0,No
43613,42724,Analytics,region_9,Bachelor's,M,other,1,29,2.0,2,0,85.0,0,0,33,0,1,0,No
43615,54288,HR,region_2,Master's & above,F,sourcing,1,40,2.0,5,0,49.0,1,2,11,2,0,2,Yes
43617,27304,Operations,region_10,Bachelor's,M,sourcing,1,30,3.0,4,0,59.0,0,4,1,0,1,2,No
43618,66703,Operations,region_23,Master's & above,M,other,1,40,3.0,7,0,58.0,0,4,15,2,1,0,No
43620,75971,Procurement,region_20,Master's & above,M,sourcing,1,38,3.0,5,0,71.0,0,5,12,2,1,2,No
43621,8989,Sales & Marketing,region_21,Master's & above,M,sourcing,1,33,4.0,8,0,53.0,0,7,13,2,1,2,No
43624,70816,Sales & Marketing,region_19,Bachelor's,M,other,1,45,3.0,13,0,50.0,0,7,10,0,1,0,No
43625,50701,Operations,region_13,Master's & above,F,other,1,38,5.0,10,0,56.0,0,4,4,2,0,0,No
43626,65245,Technology,region_2,Master's & above,M,other,1,34,5.0,7,0,80.0,0,8,11,2,1,0,No
43629,66186,Operations,region_15,Bachelor's,M,sourcing,1,38,3.0,5,0,60.0,1,4,6,0,1,2,Yes
43632,22149,Sales & Marketing,region_19,Bachelor's,M,sourcing,1,33,3.0,7,0,51.0,0,7,10,0,1,2,No
43633,21411,Technology,region_4,Master's & above,F,sourcing,1,42,3.0,3,0,79.0,0,8,28,2,0,2,No
43634,16093,Sales & Marketing,region_13,Bachelor's,M,sourcing,1,36,5.0,10,0,56.0,0,7,4,0,1,2,No
43638,67842,Procurement,region_2,Master's & above,M,other,1,59,4.0,15,0,76.0,0,5,11,2,1,0,No
43639,11188,Operations,region_26,Bachelor's,M,sourcing,1,35,3.0,8,0,56.0,0,4,18,0,1,2,No
43642,20646,Procurement,region_16,Master's & above,F,other,1,33,3.0,7,0,72.0,1,5,7,2,0,0,Yes
43643,55802,Technology,region_16,Master's & above,M,other,1,42,4.0,14,0,80.0,0,8,7,2,1,0,No
43644,18763,Procurement,region_31,Master's & above,M,sourcing,1,40,3.0,3,0,68.0,0,5,24,2,1,2,No
43645,51989,Procurement,region_2,Bachelor's,F,sourcing,1,26,2.0,3,0,72.0,0,5,11,0,0,2,No
43646,10134,Technology,region_7,Bachelor's,M,other,1,26,3.0,4,0,76.0,0,8,31,0,1,0,No
43647,49632,Procurement,region_22,Master's & above,F,other,1,45,3.0,7,0,66.0,0,5,14,2,0,0,No
43649,47264,Sales & Marketing,region_15,Bachelor's,F,other,1,28,5.0,5,0,50.0,0,7,6,0,0,0,No
43650,14990,Analytics,region_20,Bachelor's,M,other,1,32,5.0,6,0,80.0,0,0,12,0,1,0,No
43652,5403,Operations,region_31,Bachelor's,M,other,1,35,4.0,3,1,56.0,0,4,24,0,1,0,No
43654,12328,Analytics,region_22,Bachelor's,M,sourcing,1,30,4.0,2,0,81.0,1,0,14,0,1,2,Yes
43655,31156,Procurement,region_2,Master's & above,M,other,1,35,5.0,3,0,68.0,0,5,11,2,1,0,No
43656,76735,Sales & Marketing,region_31,Bachelor's,M,other,1,29,5.0,5,0,46.0,0,7,24,0,1,0,No
43657,68336,Operations,region_2,Bachelor's,F,sourcing,1,36,3.0,6,0,60.0,1,4,11,0,0,2,Yes
43661,63264,Sales & Marketing,region_32,Bachelor's,F,sourcing,1,28,5.0,3,0,53.0,0,7,25,0,0,2,No
43663,21650,Sales & Marketing,region_14,Bachelor's,M,sourcing,1,35,3.0,6,0,46.0,0,7,5,0,1,2,No
43667,38960,Analytics,region_14,Bachelor's,M,sourcing,1,34,5.0,5,0,86.0,0,0,5,0,1,2,No
43668,17977,Analytics,region_14,Bachelor's,M,sourcing,1,26,3.0,2,0,89.0,0,0,5,0,1,2,No
43669,60668,Finance,region_31,Bachelor's,M,sourcing,1,29,5.0,3,0,59.0,0,1,24,0,1,2,No
43671,68145,Sales & Marketing,region_24,Bachelor's,M,sourcing,1,24,5.0,2,0,42.0,0,7,16,0,1,2,No
43672,26289,Sales & Marketing,region_2,Master's & above,M,sourcing,1,40,2.0,6,0,49.0,0,7,11,2,1,2,No
43674,55511,Sales & Marketing,region_2,Bachelor's,M,sourcing,1,34,5.0,7,0,53.0,0,7,11,0,1,2,No
43676,1287,Sales & Marketing,region_22,Bachelor's,M,other,1,35,5.0,7,0,52.0,0,7,14,0,1,0,No
43678,60254,Technology,region_2,Master's & above,F,sourcing,1,38,3.0,10,0,78.0,0,8,11,2,0,2,No
43680,7958,Sales & Marketing,region_23,Master's & above,M,other,1,41,4.0,11,0,47.0,0,7,15,2,1,0,No
43683,25743,Procurement,region_13,Master's & above,F,sourcing,1,36,4.0,10,0,71.0,0,5,4,2,0,2,No
43684,64627,Sales & Marketing,region_31,Bachelor's,M,other,1,37,5.0,7,0,46.0,0,7,24,0,1,0,No
43685,59728,Procurement,region_2,Bachelor's,M,other,1,37,3.0,8,0,67.0,0,5,11,0,1,0,No
43686,59913,Procurement,region_22,Master's & above,M,sourcing,1,38,3.0,4,0,68.0,0,5,14,2,1,2,No
43687,14422,Analytics,region_2,Bachelor's,M,other,1,41,3.0,2,0,90.0,0,0,11,0,1,0,No
43690,76504,Technology,region_26,Bachelor's,M,sourcing,1,51,3.0,15,0,84.0,0,8,18,0,1,2,No
43692,691,Procurement,region_26,Bachelor's,F,sourcing,1,33,3.0,7,0,70.0,0,5,18,0,0,2,No
43693,18818,Sales & Marketing,region_20,Bachelor's,F,other,1,30,5.0,4,0,51.0,0,7,12,0,0,0,No
43694,39431,Operations,region_13,Bachelor's,M,other,1,28,4.0,3,0,60.0,1,4,4,0,1,0,Yes
43697,22621,Procurement,region_8,Bachelor's,F,sourcing,1,29,3.0,7,0,68.0,0,5,32,0,0,2,No
43699,43735,Analytics,region_7,Bachelor's,M,sourcing,1,43,3.0,7,0,84.0,0,0,31,0,1,2,No
43700,49683,Operations,region_13,Bachelor's,M,other,1,42,5.0,10,0,58.0,0,4,4,0,1,0,No
43702,39031,Sales & Marketing,region_7,Bachelor's,M,sourcing,1,33,5.0,4,0,48.0,0,7,31,0,1,2,No
43704,30794,Sales & Marketing,region_15,Bachelor's,M,other,1,38,3.0,10,0,47.0,0,7,6,0,1,0,No
43705,20662,Sales & Marketing,region_3,Bachelor's,M,other,1,36,4.0,4,0,51.0,0,7,22,0,1,0,No
43706,11696,Operations,region_15,Master's & above,M,other,1,48,5.0,10,0,62.0,0,4,6,2,1,0,No
43709,59018,Sales & Marketing,region_3,Bachelor's,M,other,1,31,4.0,2,0,46.0,0,7,22,0,1,0,No
43710,22578,Analytics,region_17,Bachelor's,M,other,1,34,5.0,7,0,81.0,0,0,8,0,1,0,No
43711,31330,Sales & Marketing,region_2,Master's & above,M,sourcing,1,33,2.0,8,0,52.0,0,7,11,2,1,2,No
43717,53224,Sales & Marketing,region_15,Bachelor's,M,other,1,45,2.0,11,0,46.0,0,7,6,0,1,0,No
43718,39956,Sales & Marketing,region_16,Bachelor's,M,sourcing,1,39,4.0,13,0,48.0,0,7,7,0,1,2,No
43719,75562,Operations,region_7,Bachelor's,F,other,1,31,3.0,6,0,57.0,0,4,31,0,0,0,No
43720,33938,Analytics,region_7,Master's & above,M,sourcing,1,44,3.0,4,0,84.0,0,0,31,2,1,2,No
43721,75368,Sales & Marketing,region_8,Bachelor's,M,sourcing,1,27,2.0,4,0,52.0,0,7,32,0,1,2,No
43724,33916,Legal,region_2,Bachelor's,F,other,1,28,5.0,3,0,57.0,0,3,11,0,0,0,No
43725,12370,Sales & Marketing,region_2,Bachelor's,F,sourcing,1,38,5.0,9,0,50.0,0,7,11,0,0,2,No
43726,40564,Sales & Marketing,region_32,Bachelor's,M,other,1,32,2.0,5,0,48.0,0,7,25,0,1,0,No
43727,28152,Operations,region_4,Master's & above,F,other,1,31,5.0,7,0,60.0,0,4,28,2,0,0,No
43728,20108,Operations,region_16,Bachelor's,F,other,1,36,5.0,10,0,57.0,0,4,7,0,0,0,No
43732,1679,Operations,region_15,Bachelor's,M,other,1,48,4.0,3,0,55.0,0,4,6,0,1,0,No
43734,16102,HR,region_22,Bachelor's,M,sourcing,1,31,3.0,3,0,50.0,0,2,14,0,1,2,No
43735,1254,Finance,region_22,Bachelor's,M,other,1,30,3.0,3,0,59.0,0,1,14,0,1,0,No
43738,19719,Technology,region_24,Bachelor's,M,other,1,28,4.0,3,0,77.0,0,8,16,0,1,0,No
43741,26717,Analytics,region_2,Bachelor's,M,other,1,40,4.0,3,0,85.0,0,0,11,0,1,0,No
43743,23353,Technology,region_13,Master's & above,M,sourcing,1,29,4.0,4,0,74.0,0,8,4,2,1,2,No
43744,58584,Sales & Marketing,region_15,Bachelor's,M,other,1,38,5.0,10,0,52.0,0,7,6,0,1,0,No
43745,10151,Technology,region_2,Bachelor's,F,other,1,40,4.0,7,0,80.0,0,8,11,0,0,0,No
43746,56308,Sales & Marketing,region_15,Bachelor's,M,other,1,32,2.0,6,0,49.0,0,7,6,0,1,0,No
43748,10671,Procurement,region_2,Bachelor's,F,other,1,27,3.0,2,0,68.0,0,5,11,0,0,0,No
43749,43471,HR,region_2,Master's & above,F,other,1,41,4.0,7,0,49.0,0,2,11,2,0,0,No
43750,71574,Sales & Marketing,region_16,Bachelor's,M,other,1,40,2.0,12,0,50.0,0,7,7,0,1,0,No
43751,20806,Technology,region_7,Bachelor's,F,other,1,39,5.0,6,0,88.0,1,8,31,0,0,0,Yes
43752,64205,Procurement,region_23,Master's & above,M,sourcing,1,35,4.0,3,1,80.0,1,5,15,2,1,2,Yes
43753,68366,Operations,region_11,Master's & above,M,sourcing,1,39,2.0,3,0,59.0,1,4,2,2,1,2,Yes
43755,55010,Analytics,region_2,Master's & above,M,sourcing,1,34,5.0,2,0,81.0,1,0,11,2,1,2,Yes
43756,57420,Technology,region_22,Master's & above,M,sourcing,1,35,5.0,4,0,81.0,1,8,14,2,1,2,Yes
43759,43008,Legal,region_2,Below Secondary,M,sourcing,1,23,5.0,2,0,57.0,0,3,11,1,1,2,No
43760,61525,Operations,region_20,Bachelor's,M,other,1,25,3.0,2,0,62.0,0,4,12,0,1,0,No
43761,69532,HR,region_22,Master's & above,M,referred,1,32,3.0,7,0,50.0,0,2,14,2,1,1,No
43762,77458,Technology,region_16,Bachelor's,F,sourcing,1,32,3.0,2,0,83.0,0,8,7,0,0,2,No
43763,65500,Operations,region_7,Bachelor's,F,sourcing,1,34,4.0,2,0,58.0,0,4,31,0,0,2,No
43766,23460,Operations,region_29,Bachelor's,F,other,1,31,4.0,4,0,58.0,0,4,21,0,0,0,No
43769,2152,Operations,region_29,Bachelor's,M,sourcing,1,37,3.0,5,0,56.0,0,4,21,0,1,2,No
43770,42984,Sales & Marketing,region_6,Bachelor's,M,other,1,24,4.0,2,0,48.0,0,7,30,0,1,0,No
43773,2332,Sales & Marketing,region_15,Bachelor's,M,sourcing,1,35,3.0,4,0,49.0,0,7,6,0,1,2,No
43774,38013,Analytics,region_22,Bachelor's,F,other,1,33,2.0,4,0,87.0,0,0,14,0,0,0,No
43778,65219,Operations,region_27,Bachelor's,M,sourcing,1,40,4.0,14,0,57.0,0,4,19,0,1,2,No
43782,69427,Sales & Marketing,region_5,Master's & above,M,other,1,42,5.0,4,0,49.0,0,7,29,2,1,0,No
43783,38881,Sales & Marketing,region_9,Bachelor's,M,other,1,23,2.0,2,0,46.0,0,7,33,0,1,0,No
43784,14281,Technology,region_31,Bachelor's,M,other,1,31,2.0,7,0,81.0,0,8,24,0,1,0,No
43786,28471,Operations,region_4,Master's & above,M,sourcing,1,40,3.0,5,0,58.0,0,4,28,2,1,2,No
43788,36564,Analytics,region_15,Bachelor's,M,sourcing,1,29,4.0,5,0,86.0,0,0,6,0,1,2,No
43789,67038,Operations,region_2,Master's & above,M,other,1,37,3.0,10,0,55.0,0,4,11,2,1,0,No
43790,36099,Sales & Marketing,region_20,Bachelor's,M,sourcing,1,30,4.0,3,0,49.0,0,7,12,0,1,2,No
43791,4289,Legal,region_13,Bachelor's,M,sourcing,1,35,3.0,7,0,60.0,0,3,4,0,1,2,No
43794,65084,Technology,region_7,Bachelor's,M,referred,1,32,3.0,4,0,80.0,0,8,31,0,1,1,No
43798,17060,Analytics,region_1,Bachelor's,M,sourcing,1,31,3.0,7,0,82.0,0,0,0,0,1,2,No
43802,2979,Technology,region_22,Master's & above,M,sourcing,1,34,3.0,7,0,77.0,0,8,14,2,1,2,No
43806,58454,Procurement,region_13,Bachelor's,F,sourcing,1,33,3.0,8,0,70.0,0,5,4,0,0,2,No
43807,4053,Sales & Marketing,region_27,Master's & above,M,sourcing,1,32,3.0,3,0,46.0,0,7,19,2,1,2,No
43809,16597,Sales & Marketing,region_23,Master's & above,M,sourcing,1,44,5.0,4,0,49.0,1,7,15,2,1,2,Yes
43810,25494,Technology,region_24,Bachelor's,M,other,1,25,4.0,2,0,80.0,1,8,16,0,1,0,Yes
43811,54643,Analytics,region_4,Bachelor's,M,other,1,31,3.0,7,0,79.0,0,0,28,0,1,0,No
43814,41275,Operations,region_11,Bachelor's,M,other,1,31,4.0,3,0,60.0,0,4,2,0,1,0,No
43815,5471,Sales & Marketing,region_26,Master's & above,M,other,1,38,5.0,7,0,56.0,0,7,18,2,1,0,No
43817,18053,R&D,region_7,Bachelor's,M,sourcing,1,32,4.0,4,0,85.0,0,6,31,0,1,2,No
43821,69167,Operations,region_11,Bachelor's,F,other,1,34,3.0,3,0,59.0,0,4,2,0,0,0,No
43822,2493,Technology,region_17,Master's & above,M,sourcing,1,43,4.0,6,0,78.0,0,8,8,2,1,2,No
43825,34096,Sales & Marketing,region_1,Master's & above,M,sourcing,1,37,2.0,4,0,51.0,0,7,0,2,1,2,No
43826,1292,Sales & Marketing,region_9,Bachelor's,M,sourcing,1,37,3.0,4,0,50.0,0,7,33,0,1,2,No
